dataset_name,json_path,source_field_name,normalized_field_name,json_value_types,occurrences,preferred_yaml_files,matched_yaml_file,matched_yaml_path,description,title,openapi_type,openapi_format,enum,all_source_field_names,all_candidate_yaml_files,all_candidate_descriptions
analytics_sales_funnel,data.products[].product.stocks.balanceSum,balanceSum,balance_sum,"{""integer"": 1}",1,"[""11-analytics.yaml""]",11-analytics.yaml,components.schemas.Item.properties.stocks.properties.balanceSum,Warehouse inventory value for the current day,,integer,uint32,[],"[""balanceSum""]","[""11-analytics.yaml""]","[""Warehouse inventory value for the current day""]"
analytics_sales_funnel,data.products[].product.stocks.mp,mp,mp,"{""integer"": 1}",1,"[""11-analytics.yaml""]",11-analytics.yaml,components.schemas.Item.properties.stocks.properties.mp,Seller warehouse inventory for the current day,,integer,uint32,[],"[""mp""]","[""11-analytics.yaml""]","[""Seller warehouse inventory for the current day""]"
analytics_sales_funnel,data.products[].product.stocks.wb,wb,wb,"{""integer"": 1}",1,"[""11-analytics.yaml""]",11-analytics.yaml,components.schemas.Item.properties.stocks.properties.wb,WB warehouse inventory for the current day,,integer,uint32,[],"[""wb""]","[""11-analytics.yaml""]","[""WB warehouse inventory for the current day""]"
analytics_sales_funnel,data.products[].product.subjectId,subjectId,subject_id,"{""integer"": 1}",1,"[""11-analytics.yaml""]",11-analytics.yaml,components.schemas.TableGroupItem.properties.subjectId,Subcategory ID,,integer,uint64,[],"[""subjectID"", ""subjectId"", ""subject_id""]","[""02-items.yaml"", ""08-promotion.yaml"", ""09-communications.yaml"", ""10-tariffs.yaml"", ""11-analytics.yaml""]","[""Subcategory ID"", ""Parent category ID for the good""]"
analytics_sales_funnel,data.products[].product.subjectName,subjectName,subject_name,"{""string"": 1}",1,"[""11-analytics.yaml""]",11-analytics.yaml,components.schemas.TableGroupItem.properties.subjectName,Subcategory name,,string,,[],"[""subjectName"", ""subject_name""]","[""02-items.yaml"", ""08-promotion.yaml"", ""09-communications.yaml"", ""10-tariffs.yaml"", ""11-analytics.yaml"", ""12-reports.yaml"", ""13-finances.yaml""]","[""Subcategory name"", ""Subject"", ""Parent category name for the good"", ""Parental category of the item"", ""Subcategory""]"
analytics_sales_funnel,data.products[].product.tags,tags,tags,"{""array"": 1}",1,"[""11-analytics.yaml""]",11-analytics.yaml,components.schemas.Item.properties.tags,Labels,,array,,[],"[""tags""]","[""02-items.yaml"", ""11-analytics.yaml""]","[""Labels""]"
analytics_sales_funnel,data.products[].product.tags[],tags,tags,"{""object"": 3}",3,"[""11-analytics.yaml""]",11-analytics.yaml,components.schemas.Item.properties.tags,Labels,,array,,[],"[""tags""]","[""02-items.yaml"", ""11-analytics.yaml""]","[""Labels""]"
analytics_sales_funnel,data.products[].product.tags[].id,id,id,"{""integer"": 3}",3,"[""11-analytics.yaml""]",11-analytics.yaml,components.schemas.SalesFunnelItemReq.properties.id,Report ID in UUID format. Generated by the seller independently,,string,uuid,[],"[""id"", ""ID""]","[""01-general.yaml"", ""02-items.yaml"", ""03-orders-fbs.yaml"", ""04-orders-dbw.yaml"", ""05-orders-dbs.yaml"", ""06-in-store-pickup.yaml"", ""07-orders-fbw.yaml"", ""08-promotion.yaml"", ""09-communications.yaml"", ""11-analytics.yaml"", ""12-reports.yaml""]","[""News ID"", ""Tag ID"", ""User ID"", ""Package ID"", ""Option ID"", ""Parent category ID"", ""Country ID"", ""Numeric label identifier"", ""Characteristic ID"", ""Label ID"", ""Warehouse ID"", ""Brand ID"", ""Upload ID"", ""ID"", ""Subcategory ID"", ""ID пропуска продавца"", ""ID сборочного задания"", ""ID поставки"", ""ID грузоместа"", ""ID пропуска"", ""Assembly order ID"", ""Payment ID"", ""Banner ID"", ""WB item number"", ""Campaign ID"", ""Promotion ID"", ""question id"", ""Question ID"", ""Feedback ID"", ""Application ID"", ""Report ID in UUID format. Generated by the seller independently"", ""Report ID"", ""Task ID""]"
analytics_sales_funnel,data.products[].product.tags[].name,name,name,"{""string"": 3}",3,"[""11-analytics.yaml""]",11-analytics.yaml,components.schemas.TableItemItem.allOf.[0].properties.name,Item name,,string,,[],"[""name""]","[""01-general.yaml"", ""02-items.yaml"", ""03-orders-fbs.yaml"", ""07-orders-fbw.yaml"", ""08-promotion.yaml"", ""09-communications.yaml"", ""11-analytics.yaml"", ""12-reports.yaml"", ""13-finances.yaml""]","[""Tag name"", ""Seller's name"", ""Package name in the language specified in the `locale` parameter"", ""Option name in the language specified in the `locale` parameter"", ""Category name"", ""Characteristic name"", ""Color name"", ""Value of characteristic country of origin"", ""Label name"", ""Seller warehouse name"", ""Brand name"", ""Name"", ""Subcategory name"", ""Brand"", ""Наименование поставки"", ""Название"", ""Warehouse name"", ""Campaign name"", ""Subcategory"", ""New name (max 100 characters)"", ""Media campaign name"", ""Item name"", ""Promotion name"", ""File name"", ""Report name"", ""Size name"", ""Buyer's country"", ""Document category ID from the [request](./financial-reports-and-accounting#tag/Documents/paths/~1api~1v1~1documents~1list/get) parameter `category`"", ""Document name""]"
analytics_sales_funnel,data.products[].product.title,title,title,"{""string"": 1}",1,"[""11-analytics.yaml""]",11-analytics.yaml,paths./api/v2/nm-report/downloads.post.responses.400.content.application/json.schema.properties.title,Error title,,string,,[],"[""title""]","[""01-general.yaml"", ""02-items.yaml"", ""03-orders-fbs.yaml"", ""04-orders-dbw.yaml"", ""05-orders-dbs.yaml"", ""06-in-store-pickup.yaml"", ""07-orders-fbw.yaml"", ""08-promotion.yaml"", ""09-communications.yaml"", ""10-tariffs.yaml"", ""11-analytics.yaml"", ""12-reports.yaml"", ""13-finances.yaml""]","[""Error title"", ""Item title"", ""Item name"", ""Response title"", ""Заголовок ошибки"", ""Error ID"", ""Listing name"", ""Document category name from the [response](./financial-reports-and-accounting#tag/Documents/paths/~1api~1v1~1documents~1list/get) field `category`""]"
analytics_sales_funnel,data.products[].product.vendorCode,vendorCode,vendor_code,"{""string"": 1}",1,"[""11-analytics.yaml""]",11-analytics.yaml,components.schemas.TableItemItem.allOf.[0].properties.vendorCode,Seller item number,,string,,[],"[""vendorCode""]","[""02-items.yaml"", ""07-orders-fbw.yaml"", ""11-analytics.yaml"", ""12-reports.yaml"", ""13-finances.yaml""]","[""Seller item number"", ""Seller article number""]"
analytics_sales_funnel,data.products[].statistic,statistic,statistic,"{""object"": 1}",1,"[""11-analytics.yaml""]",11-analytics.yaml,components.schemas.ItemsResponse.properties.products.items.properties.statistic.allOf.[0],Statistics,,object,,[],"[""statistic""]","[""11-analytics.yaml""]","[""Statistics""]"
analytics_sales_funnel,data.products[].statistic.comparison,comparison,comparison,"{""object"": 1}",1,"[""11-analytics.yaml""]",11-analytics.yaml,components.schemas.Statistics.properties.comparison.allOf.[0],Comparison,,object,,[],"[""comparison""]","[""11-analytics.yaml""]","[""Comparison""]"
analytics_sales_funnel,data.products[].statistic.comparison.addToWishlistDynamic,addToWishlistDynamic,add_to_wishlist_dynamic,"{""integer"": 1}",1,"[""11-analytics.yaml""]",11-analytics.yaml,components.schemas.Comparison.properties.addToWishlistDynamic,Dynamics of adds-to-Favorites,,integer,int,[],"[""addToWishlistDynamic""]","[""11-analytics.yaml""]","[""Dynamics of adds-to-Favorites""]"
analytics_sales_funnel,data.products[].statistic.comparison.avgOrdersCountPerDayDynamic,avgOrdersCountPerDayDynamic,avg_orders_count_per_day_dynamic,"{""integer"": 1}",1,"[""11-analytics.yaml""]",11-analytics.yaml,components.schemas.Comparison.properties.avgOrdersCountPerDayDynamic,Dynamics of average daily orders,,integer,int,[],"[""avgOrdersCountPerDayDynamic""]","[""11-analytics.yaml""]","[""Dynamics of average daily orders""]"
analytics_sales_funnel,data.products[].statistic.comparison.avgPriceDynamic,avgPriceDynamic,avg_price_dynamic,"{""integer"": 1}",1,"[""11-analytics.yaml""]",11-analytics.yaml,components.schemas.Comparison.properties.avgPriceDynamic,Dynamics of average item price. Discounts for promotions are taken into account,,integer,int,[],"[""avgPriceDynamic""]","[""11-analytics.yaml""]","[""Dynamics of average item price. Discounts for promotions are taken into account""]"
analytics_sales_funnel,data.products[].statistic.comparison.buyoutCountDynamic,buyoutCountDynamic,buyout_count_dynamic,"{""integer"": 1}",1,"[""11-analytics.yaml""]",11-analytics.yaml,components.schemas.Comparison.properties.buyoutCountDynamic,Dynamics of items purchased,,integer,int,[],"[""buyoutCountDynamic""]","[""11-analytics.yaml""]","[""Dynamics of items purchased""]"
analytics_sales_funnel,data.products[].statistic.comparison.buyoutSumDynamic,buyoutSumDynamic,buyout_sum_dynamic,"{""integer"": 1}",1,"[""11-analytics.yaml""]",11-analytics.yaml,components.schemas.Comparison.properties.buyoutSumDynamic,Dynamics of total purchase value,,integer,int,[],"[""buyoutSumDynamic""]","[""11-analytics.yaml""]","[""Dynamics of total purchase value""]"
analytics_sales_funnel,data.products[].statistic.comparison.cancelCountDynamic,cancelCountDynamic,cancel_count_dynamic,"{""integer"": 1}",1,"[""11-analytics.yaml""]",11-analytics.yaml,components.schemas.Comparison.properties.cancelCountDynamic,Dynamics of items canceled and returned,,integer,int,[],"[""cancelCountDynamic""]","[""11-analytics.yaml""]","[""Dynamics of items canceled and returned""]"
analytics_sales_funnel,data.products[].statistic.comparison.cancelSumDynamic,cancelSumDynamic,cancel_sum_dynamic,"{""integer"": 1}",1,"[""11-analytics.yaml""]",11-analytics.yaml,components.schemas.Comparison.properties.cancelSumDynamic,Dynamics of canceled and returned item value,,integer,int,[],"[""cancelSumDynamic""]","[""11-analytics.yaml""]","[""Dynamics of canceled and returned item value""]"
analytics_sales_funnel,data.products[].statistic.comparison.cartCountDynamic,cartCountDynamic,cart_count_dynamic,"{""integer"": 1}",1,"[""11-analytics.yaml""]",11-analytics.yaml,components.schemas.Comparison.properties.cartCountDynamic,Dynamics of adds-to-Cart,,integer,int,[],"[""cartCountDynamic""]","[""11-analytics.yaml""]","[""Dynamics of adds-to-Cart""]"
analytics_sales_funnel,data.products[].statistic.comparison.conversions,conversions,conversions,"{""object"": 1}",1,"[""11-analytics.yaml""]",11-analytics.yaml,components.schemas.Statistic.properties.conversions.allOf.[0],Conversions,,object,,[],"[""conversions""]","[""11-analytics.yaml""]","[""Conversions""]"
analytics_sales_funnel,data.products[].statistic.comparison.conversions.addToCartPercent,addToCartPercent,add_to_cart_percent,"{""integer"": 1}",1,"[""11-analytics.yaml""]",11-analytics.yaml,components.schemas.Conversions.properties.addToCartPercent,"Conversion to cart. What percentage of visitors who opened the listing, added the item to the cart, %",,integer,int,[],"[""addToCartPercent""]","[""11-analytics.yaml""]","[""Conversion to cart. What percentage of visitors who opened the listing, added the item to the cart, %""]"
analytics_sales_funnel,data.products[].statistic.comparison.conversions.buyoutPercent,buyoutPercent,buyout_percent,"{""integer"": 1}",1,"[""11-analytics.yaml""]",11-analytics.yaml,components.schemas.TableCommonMetrics.properties.buyoutPercent,Purchase rate,,integer,uint32,[],"[""buyoutPercent""]","[""11-analytics.yaml""]","[""Purchase rate"", ""Buyout Percentage. Percentage of visitors who ordered a item and successfully completed the purchase. Excludes items still in transit to the buyer, %"", ""Purchase rate (WB Club)"", ""Dynamics of purchase rate (WB Club)""]"
analytics_sales_funnel,data.products[].statistic.comparison.conversions.cartToOrderPercent,cartToOrderPercent,cart_to_order_percent,"{""integer"": 1}",1,"[""11-analytics.yaml""]",11-analytics.yaml,components.schemas.Conversions.properties.cartToOrderPercent,"Conversion to order. What percentage of visitors who added the item to the cart, placed an order, %",,integer,int,[],"[""cartToOrderPercent""]","[""11-analytics.yaml""]","[""Conversion to order. What percentage of visitors who added the item to the cart, placed an order, %""]"
analytics_sales_funnel,data.products[].statistic.comparison.localizationPercentDynamic,localizationPercentDynamic,localization_percent_dynamic,"{""integer"": 1}",1,"[""11-analytics.yaml""]",11-analytics.yaml,components.schemas.Comparison.properties.localizationPercentDynamic,Dynamics of local orders within the same region,,integer,int,[],"[""localizationPercentDynamic""]","[""11-analytics.yaml""]","[""Dynamics of local orders within the same region""]"
analytics_sales_funnel,data.products[].statistic.comparison.openCountDynamic,openCountDynamic,open_count_dynamic,"{""integer"": 1}",1,"[""11-analytics.yaml""]",11-analytics.yaml,components.schemas.Comparison.properties.openCountDynamic,Dynamics of click-throughs,,integer,int,[],"[""openCountDynamic""]","[""11-analytics.yaml""]","[""Dynamics of click-throughs""]"
analytics_sales_funnel,data.products[].statistic.comparison.orderCountDynamic,orderCountDynamic,order_count_dynamic,"{""integer"": 1}",1,"[""11-analytics.yaml""]",11-analytics.yaml,components.schemas.Comparison.properties.orderCountDynamic,Dynamics of items ordered,,integer,int,[],"[""orderCountDynamic""]","[""11-analytics.yaml""]","[""Dynamics of items ordered""]"
analytics_sales_funnel,data.products[].statistic.comparison.orderSumDynamic,orderSumDynamic,order_sum_dynamic,"{""integer"": 1}",1,"[""11-analytics.yaml""]",11-analytics.yaml,components.schemas.Comparison.properties.orderSumDynamic,Order value dynamics,,integer,int,[],"[""orderSumDynamic""]","[""11-analytics.yaml""]","[""Order value dynamics""]"
analytics_sales_funnel,data.products[].statistic.comparison.shareOrderPercentDynamic,shareOrderPercentDynamic,share_order_percent_dynamic,"{""integer"": 1}",1,"[""11-analytics.yaml""]",11-analytics.yaml,components.schemas.Comparison.properties.shareOrderPercentDynamic,Dynamics of share in revenue,,integer,int,[],"[""shareOrderPercentDynamic""]","[""11-analytics.yaml""]","[""Dynamics of share in revenue""]"
analytics_sales_funnel,data.products[].statistic.comparison.timeToReadyDynamic,timeToReadyDynamic,time_to_ready_dynamic,"{""object"": 1}",1,"[""11-analytics.yaml""]",11-analytics.yaml,components.schemas.Comparison.properties.timeToReadyDynamic.allOf.[0],Dynamics of average delivery time,,object,,[],"[""timeToReadyDynamic""]","[""11-analytics.yaml""]","[""Dynamics of average delivery time""]"
analytics_sales_funnel,data.products[].statistic.comparison.timeToReadyDynamic.days,days,days,"{""integer"": 1}",1,"[""11-analytics.yaml""]",11-analytics.yaml,components.schemas.TableCommonMetrics.properties.saleRate.properties.days,Number of days,,integer,int32,[],"[""days""]","[""08-promotion.yaml"", ""11-analytics.yaml""]","[""Statistics broken down by day"", ""Number of days"", ""Days""]"
analytics_sales_funnel,data.products[].statistic.comparison.timeToReadyDynamic.hours,hours,hours,"{""integer"": 1}",1,"[""11-analytics.yaml""]",11-analytics.yaml,components.schemas.TableCommonMetrics.properties.saleRate.properties.hours,Number of hours,,integer,int32,[],"[""hours""]","[""11-analytics.yaml""]","[""Number of hours"", ""Hours""]"
analytics_sales_funnel,data.products[].statistic.comparison.timeToReadyDynamic.mins,mins,mins,"{""integer"": 1}",1,"[""11-analytics.yaml""]",11-analytics.yaml,components.schemas.TimeToReady.properties.mins,Minutes,,integer,,[],"[""mins""]","[""11-analytics.yaml""]","[""Minutes""]"
analytics_sales_funnel,data.products[].statistic.comparison.wbClubDynamic,wbClubDynamic,wb_club_dynamic,"{""object"": 1}",1,"[""11-analytics.yaml""]",11-analytics.yaml,components.schemas.Comparison.properties.wbClubDynamic.allOf.[0],Order dynamics (WB Club),,object,,[],"[""wbClubDynamic""]","[""11-analytics.yaml""]","[""Order dynamics (WB Club)""]"
analytics_sales_funnel,data.products[].statistic.comparison.wbClubDynamic.avgOrderCountPerDay,avgOrderCountPerDay,avg_order_count_per_day,"{""number"": 1}",1,"[""11-analytics.yaml""]",11-analytics.yaml,components.schemas.WbClubMetrics.properties.avgOrderCountPerDay,Average daily orders (WB Club),,number,float64,[],"[""avgOrderCountPerDay""]","[""11-analytics.yaml""]","[""Average daily orders (WB Club)"", ""Dynamics of average daily orders (WB Club)""]"
analytics_sales_funnel,data.products[].statistic.comparison.wbClubDynamic.avgPrice,avgPrice,avg_price,"{""integer"": 1}",1,"[""11-analytics.yaml""]",11-analytics.yaml,components.schemas.Statistic.properties.avgPrice,Average item price,,integer,uint32,[],"[""avgPrice""]","[""11-analytics.yaml""]","[""Average item price"", ""Average item price (WB Club)"", ""Dynamics of average item price (WB Club)""]"
analytics_sales_funnel,data.products[].statistic.comparison.wbClubDynamic.buyoutCount,buyoutCount,buyout_count,"{""integer"": 1}",1,"[""11-analytics.yaml""]",11-analytics.yaml,components.schemas.TableCommonMetrics.properties.buyoutCount,Items purchased,,integer,uint64,[],"[""buyoutCount""]","[""11-analytics.yaml""]","[""Items purchased"", ""Items purchased (WB Club)"", ""Dynamics of items purchased (WB Club)""]"
analytics_sales_funnel,data.products[].statistic.comparison.wbClubDynamic.buyoutPercent,buyoutPercent,buyout_percent,"{""integer"": 1}",1,"[""11-analytics.yaml""]",11-analytics.yaml,components.schemas.TableCommonMetrics.properties.buyoutPercent,Purchase rate,,integer,uint32,[],"[""buyoutPercent""]","[""11-analytics.yaml""]","[""Purchase rate"", ""Buyout Percentage. Percentage of visitors who ordered a item and successfully completed the purchase. Excludes items still in transit to the buyer, %"", ""Purchase rate (WB Club)"", ""Dynamics of purchase rate (WB Club)""]"
analytics_sales_funnel,data.products[].statistic.comparison.wbClubDynamic.buyoutSum,buyoutSum,buyout_sum,"{""integer"": 1}",1,"[""11-analytics.yaml""]",11-analytics.yaml,components.schemas.TableCommonMetrics.properties.buyoutSum,Total purchase value,,integer,uint64,[],"[""buyoutSum""]","[""11-analytics.yaml""]","[""Total purchase value"", ""Total purchase value (WB Club)"", ""Dynamics of total purchase value (WB Club)""]"
analytics_sales_funnel,data.products[].statistic.comparison.wbClubDynamic.cancelCount,cancelCount,cancel_count,"{""integer"": 1}",1,"[""11-analytics.yaml""]",11-analytics.yaml,components.schemas.Statistic.properties.cancelCount,Items canceled and returned,,integer,uint32,[],"[""cancelCount""]","[""11-analytics.yaml""]","[""Items canceled and returned"", ""Items canceled and returned (WB Club)"", ""Dynamics of items canceled and returned (WB Club)""]"
analytics_sales_funnel,data.products[].statistic.comparison.wbClubDynamic.cancelSum,cancelSum,cancel_sum,"{""integer"": 1}",1,"[""11-analytics.yaml""]",11-analytics.yaml,components.schemas.Statistic.properties.cancelSum,Canceled and returned item value,,integer,uint32,[],"[""cancelSum""]","[""11-analytics.yaml""]","[""Canceled and returned item value"", ""Canceled and returned item value (WB Club)"", ""Dynamics of canceled and returned item value (WB Club)""]"
analytics_sales_funnel,data.products[].statistic.comparison.wbClubDynamic.orderCount,orderCount,order_count,"{""integer"": 1}",1,"[""11-analytics.yaml""]",11-analytics.yaml,components.schemas.Statistic.properties.orderCount,Items ordered,,integer,uint32,[],"[""orderCount""]","[""11-analytics.yaml""]","[""Items ordered"", ""Items ordered (WB Club)"", ""Dynamics of items ordered (WB Club)""]"
analytics_sales_funnel,data.products[].statistic.comparison.wbClubDynamic.orderSum,orderSum,order_sum,"{""integer"": 1}",1,"[""11-analytics.yaml""]",11-analytics.yaml,components.schemas.Statistic.properties.orderSum,Total order value,,integer,uint32,[],"[""orderSum""]","[""11-analytics.yaml""]","[""Total order value"", ""Total order value (WB Club)"", ""Order value dynamics (WB Club)""]"
analytics_sales_funnel,data.products[].statistic.past,past,past,"{""object"": 1}",1,"[""11-analytics.yaml""]",11-analytics.yaml,components.schemas.Statistics.properties.past.allOf.[0],Period for comparison,,object,,[],"[""past""]","[""11-analytics.yaml""]","[""Period for comparison""]"
analytics_sales_funnel,data.products[].statistic.past.addToWishlist,addToWishlist,add_to_wishlist,"{""integer"": 1}",1,"[""11-analytics.yaml""]",11-analytics.yaml,components.schemas.Statistic.properties.addToWishlist,Adds-to-Favorites,,integer,,[],"[""addToWishlist""]","[""11-analytics.yaml""]","[""Adds-to-Favorites""]"
analytics_sales_funnel,data.products[].statistic.past.avgOrdersCountPerDay,avgOrdersCountPerDay,avg_orders_count_per_day,"{""number"": 1}",1,"[""11-analytics.yaml""]",11-analytics.yaml,components.schemas.Statistic.properties.avgOrdersCountPerDay,Average daily orders,,number,float64,[],"[""avgOrdersCountPerDay""]","[""11-analytics.yaml""]","[""Average daily orders""]"
analytics_sales_funnel,data.products[].statistic.past.avgPrice,avgPrice,avg_price,"{""integer"": 1}",1,"[""11-analytics.yaml""]",11-analytics.yaml,components.schemas.Statistic.properties.avgPrice,Average item price,,integer,uint32,[],"[""avgPrice""]","[""11-analytics.yaml""]","[""Average item price"", ""Average item price (WB Club)"", ""Dynamics of average item price (WB Club)""]"
analytics_sales_funnel,data.products[].statistic.past.buyoutCount,buyoutCount,buyout_count,"{""integer"": 1}",1,"[""11-analytics.yaml""]",11-analytics.yaml,components.schemas.TableCommonMetrics.properties.buyoutCount,Items purchased,,integer,uint64,[],"[""buyoutCount""]","[""11-analytics.yaml""]","[""Items purchased"", ""Items purchased (WB Club)"", ""Dynamics of items purchased (WB Club)""]"
analytics_sales_funnel,data.products[].statistic.past.buyoutSum,buyoutSum,buyout_sum,"{""integer"": 1}",1,"[""11-analytics.yaml""]",11-analytics.yaml,components.schemas.TableCommonMetrics.properties.buyoutSum,Total purchase value,,integer,uint64,[],"[""buyoutSum""]","[""11-analytics.yaml""]","[""Total purchase value"", ""Total purchase value (WB Club)"", ""Dynamics of total purchase value (WB Club)""]"
analytics_sales_funnel,data.products[].statistic.past.cancelCount,cancelCount,cancel_count,"{""integer"": 1}",1,"[""11-analytics.yaml""]",11-analytics.yaml,components.schemas.Statistic.properties.cancelCount,Items canceled and returned,,integer,uint32,[],"[""cancelCount""]","[""11-analytics.yaml""]","[""Items canceled and returned"", ""Items canceled and returned (WB Club)"", ""Dynamics of items canceled and returned (WB Club)""]"
analytics_sales_funnel,data.products[].statistic.past.cancelSum,cancelSum,cancel_sum,"{""integer"": 1}",1,"[""11-analytics.yaml""]",11-analytics.yaml,components.schemas.Statistic.properties.cancelSum,Canceled and returned item value,,integer,uint32,[],"[""cancelSum""]","[""11-analytics.yaml""]","[""Canceled and returned item value"", ""Canceled and returned item value (WB Club)"", ""Dynamics of canceled and returned item value (WB Club)""]"
analytics_sales_funnel,data.products[].statistic.past.cartCount,cartCount,cart_count,"{""integer"": 1}",1,"[""11-analytics.yaml""]",11-analytics.yaml,components.schemas.Statistic.properties.cartCount,Adds-to-Cart,,integer,int32,[],"[""cartCount""]","[""11-analytics.yaml""]","[""Adds-to-Cart""]"
analytics_sales_funnel,data.products[].statistic.past.conversions,conversions,conversions,"{""object"": 1}",1,"[""11-analytics.yaml""]",11-analytics.yaml,components.schemas.Statistic.properties.conversions.allOf.[0],Conversions,,object,,[],"[""conversions""]","[""11-analytics.yaml""]","[""Conversions""]"
analytics_sales_funnel,data.products[].statistic.past.conversions.addToCartPercent,addToCartPercent,add_to_cart_percent,"{""integer"": 1}",1,"[""11-analytics.yaml""]",11-analytics.yaml,components.schemas.Conversions.properties.addToCartPercent,"Conversion to cart. What percentage of visitors who opened the listing, added the item to the cart, %",,integer,int,[],"[""addToCartPercent""]","[""11-analytics.yaml""]","[""Conversion to cart. What percentage of visitors who opened the listing, added the item to the cart, %""]"
analytics_sales_funnel,data.products[].statistic.past.conversions.buyoutPercent,buyoutPercent,buyout_percent,"{""integer"": 1}",1,"[""11-analytics.yaml""]",11-analytics.yaml,components.schemas.TableCommonMetrics.properties.buyoutPercent,Purchase rate,,integer,uint32,[],"[""buyoutPercent""]","[""11-analytics.yaml""]","[""Purchase rate"", ""Buyout Percentage. Percentage of visitors who ordered a item and successfully completed the purchase. Excludes items still in transit to the buyer, %"", ""Purchase rate (WB Club)"", ""Dynamics of purchase rate (WB Club)""]"
