dataset_name,main_record_path,record_count,field_path,suggested_column_name,json_types,non_null_count,null_or_missing_count,suggested_sql_type,examples
analytics_sales_funnel,data.products,1,statistic.comparison.conversions.buyoutPercent,statistic_comparison_conversions_buyout_percent,integer,1,0,bigint,26
analytics_sales_funnel,data.products,1,statistic.comparison.conversions.cartToOrderPercent,statistic_comparison_conversions_cart_to_order_percent,integer,1,0,bigint,327
analytics_sales_funnel,data.products,1,statistic.comparison.localizationPercentDynamic,statistic_comparison_localization_percent_dynamic,integer,1,0,bigint,729
analytics_sales_funnel,data.products,1,statistic.comparison.openCountDynamic,statistic_comparison_open_count_dynamic,integer,1,0,bigint,708
analytics_sales_funnel,data.products,1,statistic.comparison.orderCountDynamic,statistic_comparison_order_count_dynamic,integer,1,0,bigint,203
analytics_sales_funnel,data.products,1,statistic.comparison.orderSumDynamic,statistic_comparison_order_sum_dynamic,integer,1,0,bigint,5719
analytics_sales_funnel,data.products,1,statistic.comparison.shareOrderPercentDynamic,statistic_comparison_share_order_percent_dynamic,integer,1,0,bigint,234
analytics_sales_funnel,data.products,1,statistic.comparison.timeToReadyDynamic.days,statistic_comparison_time_to_ready_dynamic_days,integer,1,0,bigint,819
analytics_sales_funnel,data.products,1,statistic.comparison.timeToReadyDynamic.hours,statistic_comparison_time_to_ready_dynamic_hours,integer,1,0,bigint,225
analytics_sales_funnel,data.products,1,statistic.comparison.timeToReadyDynamic.mins,statistic_comparison_time_to_ready_dynamic_mins,integer,1,0,bigint,462
analytics_sales_funnel,data.products,1,statistic.comparison.wbClubDynamic.avgOrderCountPerDay,statistic_comparison_wb_club_dynamic_avg_order_count_per_day,number,1,0,numeric,879.89
analytics_sales_funnel,data.products,1,statistic.comparison.wbClubDynamic.avgPrice,statistic_comparison_wb_club_dynamic_avg_price,integer,1,0,bigint,3308
analytics_sales_funnel,data.products,1,statistic.comparison.wbClubDynamic.buyoutCount,statistic_comparison_wb_club_dynamic_buyout_count,integer,1,0,bigint,935
analytics_sales_funnel,data.products,1,statistic.comparison.wbClubDynamic.buyoutPercent,statistic_comparison_wb_club_dynamic_buyout_percent,integer,1,0,bigint,146
analytics_sales_funnel,data.products,1,statistic.comparison.wbClubDynamic.buyoutSum,statistic_comparison_wb_club_dynamic_buyout_sum,integer,1,0,bigint,3308
analytics_sales_funnel,data.products,1,statistic.comparison.wbClubDynamic.cancelCount,statistic_comparison_wb_club_dynamic_cancel_count,integer,1,0,bigint,320
analytics_sales_funnel,data.products,1,statistic.comparison.wbClubDynamic.cancelSum,statistic_comparison_wb_club_dynamic_cancel_sum,integer,1,0,bigint,3308
analytics_sales_funnel,data.products,1,statistic.comparison.wbClubDynamic.orderCount,statistic_comparison_wb_club_dynamic_order_count,integer,1,0,bigint,350
analytics_sales_funnel,data.products,1,statistic.comparison.wbClubDynamic.orderSum,statistic_comparison_wb_club_dynamic_order_sum,integer,1,0,bigint,3308
analytics_sales_funnel,data.products,1,statistic.past.addToWishlist,statistic_past_add_to_wishlist,integer,1,0,bigint,286
analytics_sales_funnel,data.products,1,statistic.past.avgOrdersCountPerDay,statistic_past_avg_orders_count_per_day,number,1,0,numeric,41.96
analytics_sales_funnel,data.products,1,statistic.past.avgPrice,statistic_past_avg_price,integer,1,0,bigint,4318
analytics_sales_funnel,data.products,1,statistic.past.buyoutCount,statistic_past_buyout_count,integer,1,0,bigint,289
analytics_sales_funnel,data.products,1,statistic.past.buyoutSum,statistic_past_buyout_sum,integer,1,0,bigint,4318
analytics_sales_funnel,data.products,1,statistic.past.cancelCount,statistic_past_cancel_count,integer,1,0,bigint,913
analytics_sales_funnel,data.products,1,statistic.past.cancelSum,statistic_past_cancel_sum,integer,1,0,bigint,4318
analytics_sales_funnel,data.products,1,statistic.past.cartCount,statistic_past_cart_count,integer,1,0,bigint,507
analytics_sales_funnel,data.products,1,statistic.past.conversions.addToCartPercent,statistic_past_conversions_add_to_cart_percent,integer,1,0,bigint,913
analytics_sales_funnel,data.products,1,statistic.past.conversions.buyoutPercent,statistic_past_conversions_buyout_percent,integer,1,0,bigint,128
analytics_sales_funnel,data.products,1,statistic.past.conversions.cartToOrderPercent,statistic_past_conversions_cart_to_order_percent,integer,1,0,bigint,140
analytics_sales_funnel,data.products,1,statistic.past.localizationPercent,statistic_past_localization_percent,integer,1,0,bigint,41
analytics_sales_funnel,data.products,1,statistic.past.openCount,statistic_past_open_count,integer,1,0,bigint,46
analytics_sales_funnel,data.products,1,statistic.past.orderCount,statistic_past_order_count,integer,1,0,bigint,645
analytics_sales_funnel,data.products,1,statistic.past.orderSum,statistic_past_order_sum,integer,1,0,bigint,4318
analytics_sales_funnel,data.products,1,statistic.past.period.end,statistic_past_period_end,string,1,0,timestamptz,"""2009-06-20"""
analytics_sales_funnel,data.products,1,statistic.past.period.start,statistic_past_period_start,string,1,0,timestamptz,"""2018-05-09"""
analytics_sales_funnel,data.products,1,statistic.past.shareOrderPercent,statistic_past_share_order_percent,number,1,0,numeric,165.36
analytics_sales_funnel,data.products,1,statistic.past.timeToReady.days,statistic_past_time_to_ready_days,integer,1,0,bigint,5
analytics_sales_funnel,data.products,1,statistic.past.timeToReady.hours,statistic_past_time_to_ready_hours,integer,1,0,bigint,798
analytics_sales_funnel,data.products,1,statistic.past.timeToReady.mins,statistic_past_time_to_ready_mins,integer,1,0,bigint,79
analytics_sales_funnel,data.products,1,statistic.past.wbClub.avgOrderCountPerDay,statistic_past_wb_club_avg_order_count_per_day,number,1,0,numeric,530.78
analytics_sales_funnel,data.products,1,statistic.past.wbClub.avgPrice,statistic_past_wb_club_avg_price,integer,1,0,bigint,5469
analytics_sales_funnel,data.products,1,statistic.past.wbClub.buyoutCount,statistic_past_wb_club_buyout_count,integer,1,0,bigint,491
analytics_sales_funnel,data.products,1,statistic.past.wbClub.buyoutPercent,statistic_past_wb_club_buyout_percent,integer,1,0,bigint,715
analytics_sales_funnel,data.products,1,statistic.past.wbClub.buyoutSum,statistic_past_wb_club_buyout_sum,integer,1,0,bigint,5469
analytics_sales_funnel,data.products,1,statistic.past.wbClub.cancelCount,statistic_past_wb_club_cancel_count,integer,1,0,bigint,291
analytics_sales_funnel,data.products,1,statistic.past.wbClub.cancelSum,statistic_past_wb_club_cancel_sum,integer,1,0,bigint,5469
analytics_sales_funnel,data.products,1,statistic.past.wbClub.orderCount,statistic_past_wb_club_order_count,integer,1,0,bigint,120
analytics_sales_funnel,data.products,1,statistic.past.wbClub.orderSum,statistic_past_wb_club_order_sum,integer,1,0,bigint,5469
analytics_sales_funnel,data.products,1,statistic.selected.addToWishlist,statistic_selected_add_to_wishlist,integer,1,0,bigint,464
analytics_sales_funnel,data.products,1,statistic.selected.avgOrdersCountPerDay,statistic_selected_avg_orders_count_per_day,number,1,0,numeric,948.22
analytics_sales_funnel,data.products,1,statistic.selected.avgPrice,statistic_selected_avg_price,integer,1,0,bigint,5855
analytics_sales_funnel,data.products,1,statistic.selected.buyoutCount,statistic_selected_buyout_count,integer,1,0,bigint,183
analytics_sales_funnel,data.products,1,statistic.selected.buyoutSum,statistic_selected_buyout_sum,integer,1,0,bigint,5855
analytics_sales_funnel,data.products,1,statistic.selected.cancelCount,statistic_selected_cancel_count,integer,1,0,bigint,694
analytics_sales_funnel,data.products,1,statistic.selected.cancelSum,statistic_selected_cancel_sum,integer,1,0,bigint,5855
analytics_sales_funnel,data.products,1,statistic.selected.cartCount,statistic_selected_cart_count,integer,1,0,bigint,713
analytics_sales_funnel,data.products,1,statistic.selected.conversions.addToCartPercent,statistic_selected_conversions_add_to_cart_percent,integer,1,0,bigint,317
analytics_sales_funnel,data.products,1,statistic.selected.conversions.buyoutPercent,statistic_selected_conversions_buyout_percent,integer,1,0,bigint,679
analytics_sales_funnel,data.products,1,statistic.selected.conversions.cartToOrderPercent,statistic_selected_conversions_cart_to_order_percent,integer,1,0,bigint,30
analytics_sales_funnel,data.products,1,statistic.selected.localizationPercent,statistic_selected_localization_percent,integer,1,0,bigint,974
analytics_sales_funnel,data.products,1,statistic.selected.openCount,statistic_selected_open_count,integer,1,0,bigint,663
analytics_sales_funnel,data.products,1,statistic.selected.orderCount,statistic_selected_order_count,integer,1,0,bigint,960
analytics_sales_funnel,data.products,1,statistic.selected.orderSum,statistic_selected_order_sum,integer,1,0,bigint,5855
analytics_sales_funnel,data.products,1,statistic.selected.period.end,statistic_selected_period_end,string,1,0,timestamptz,"""1988-10-23"""
analytics_sales_funnel,data.products,1,statistic.selected.period.start,statistic_selected_period_start,string,1,0,timestamptz,"""2002-01-24"""
analytics_sales_funnel,data.products,1,statistic.selected.shareOrderPercent,statistic_selected_share_order_percent,number,1,0,numeric,703.21
analytics_sales_funnel,data.products,1,statistic.selected.timeToReady.days,statistic_selected_time_to_ready_days,integer,1,0,bigint,874
analytics_sales_funnel,data.products,1,statistic.selected.timeToReady.hours,statistic_selected_time_to_ready_hours,integer,1,0,bigint,174
analytics_sales_funnel,data.products,1,statistic.selected.timeToReady.mins,statistic_selected_time_to_ready_mins,integer,1,0,bigint,424
analytics_sales_funnel,data.products,1,statistic.selected.wbClub.avgOrderCountPerDay,statistic_selected_wb_club_avg_order_count_per_day,number,1,0,numeric,865.16
analytics_sales_funnel,data.products,1,statistic.selected.wbClub.avgPrice,statistic_selected_wb_club_avg_price,integer,1,0,bigint,4201
analytics_sales_funnel,data.products,1,statistic.selected.wbClub.buyoutCount,statistic_selected_wb_club_buyout_count,integer,1,0,bigint,338
analytics_sales_funnel,data.products,1,statistic.selected.wbClub.buyoutPercent,statistic_selected_wb_club_buyout_percent,integer,1,0,bigint,455
analytics_sales_funnel,data.products,1,statistic.selected.wbClub.buyoutSum,statistic_selected_wb_club_buyout_sum,integer,1,0,bigint,4201
analytics_sales_funnel,data.products,1,statistic.selected.wbClub.cancelCount,statistic_selected_wb_club_cancel_count,integer,1,0,bigint,945
analytics_sales_funnel,data.products,1,statistic.selected.wbClub.cancelSum,statistic_selected_wb_club_cancel_sum,integer,1,0,bigint,4201
analytics_sales_funnel,data.products,1,statistic.selected.wbClub.orderCount,statistic_selected_wb_club_order_count,integer,1,0,bigint,98
analytics_sales_funnel,data.products,1,statistic.selected.wbClub.orderSum,statistic_selected_wb_club_order_sum,integer,1,0,bigint,4201
analytics_stocks,data.items,9,chrtId,chrt_id,integer,9,0,bigint,150018137 | 812592831 | 704423017 | 379946977 | 679444037
analytics_stocks,data.items,9,inWayFromClient,in_way_from_client,integer,9,0,bigint,187 | 957 | 277 | 188 | 238
analytics_stocks,data.items,9,inWayToClient,in_way_to_client,integer,9,0,bigint,950 | 296 | 989 | 955 | 711
analytics_stocks,data.items,9,nmId,nm_id,integer,9,0,bigint,64699893 | 66242515 | 71804493 | 68530939 | 83916712
analytics_stocks,data.items,9,quantity,quantity,integer,9,0,bigint,264 | 984 | 794 | 659 | 316
analytics_stocks,data.items,9,regionName,region_name,string,9,0,text,"""наступать"" | ""тюрьма"" | ""дрогнуть"" | ""совещание"" | ""костер"""
analytics_stocks,data.items,9,warehouseId,warehouse_id,integer,9,0,bigint,458 | 200 | 413 | 426 | 350
analytics_stocks,data.items,9,warehouseName,warehouse_name,string,9,0,text,"""приличный"" | ""провал"" | ""зима"" | ""остановить"" | ""возбуждение"""
communications_chats,result,11,article,article,string,11,0,text,"""art-1001"" | ""art-1002"" | ""art-1003"" | ""art-1004"" | ""art-1005"""
communications_chats,result,11,barcode,barcode,string,11,0,bigint,"""4600000001546"" | ""4600000002958"" | ""4600000004313"" | ""4600000005676"" | ""4600000007055"""
communications_chats,result,11,chatID,chat_id,string,11,0,text,"""металл"" | ""полюбить"" | ""призыв"" | ""горький"" | ""карандаш"""
communications_chats,result,11,chrtId,chrt_id,integer,11,0,bigint,170000001 | 170000002 | 170000003 | 170000004 | 170000005
communications_chats,result,11,clientName,client_name,string,11,0,text,"""совещание"" | ""табак"" | ""крутой"" | ""вскинуть"" | ""плод"""
communications_chats,result,11,createdAt,created_at,string,11,0,timestamptz,"""2026-05-31T15:31:49.053799+00:00"" | ""2026-06-29T05:15:30.054022+00:00"" | ""2026-06-22T10:13:45.054121+00:00"" | ""2026-06-08T11:12:03.054224+00:00"" | ""2026-06-14T20:24:18.054331+00:00"""
communications_chats,result,11,goodCard.nmID,good_card_nm_id,integer,11,0,bigint,48914810 | 35473577 | 72294799 | 56423425 | 32575792
communications_chats,result,11,goodCard.price,good_card_price,integer,11,0,bigint,8972 | 6687 | 2635 | 6053 | 8195
communications_chats,result,11,goodCard.priceCurrency,good_card_price_currency,string,11,0,text,"""RUB"""
communications_chats,result,11,goodCard.rid,good_card_rid,string,11,0,text,"""rid_9300001"" | ""rid_9300002"" | ""rid_9300003"" | ""rid_9300004"" | ""rid_9300005"""
communications_chats,result,11,goodCard.size,good_card_size,string,11,0,text,"""посидеть"" | ""крутой"" | ""витрина"" | ""конструкция"" | ""командующий"""
communications_chats,result,11,id,id,integer,11,0,bigint,1000001 | 1000002 | 1000003 | 1000004 | 1000005
communications_chats,result,11,lastMessage.addTimestamp,last_message_add_timestamp,integer,11,0,bigint,194 | 156 | 540 | 526 | 99
communications_chats,result,11,lastMessage.text,last_message_text,string,11,0,text,"""рот"" | ""художественный"" | ""сомнительный"" | ""разуметься"" | ""металл"""
communications_chats,result,11,nmId,nm_id,integer,11,0,bigint,70000001 | 70000002 | 70000003 | 70000004 | 70000005
communications_chats,result,11,orderId,order_id,integer,11,0,bigint,1000001 | 1000002 | 1000003 | 1000004 | 1000005
communications_chats,result,11,orderUid,order_uid,string,11,0,text,"""1000001_29b1f0a7940346959ae10b50"" | ""1000002_d6e5fa96f7084aca890e3849"" | ""1000003_b497cc398efd4521aefe6f73"" | ""1000004_ca91b40d6ea448fb90705a35"" | ""1000005_2b56efe97d0c4754b4d36b49"""
communications_chats,result,11,replySign,reply_sign,string,11,0,text,"""господь"" | ""космос"" | ""возникновение"" | ""сверкающий"" | ""выразить"""
communications_chats,result,11,rid,rid,string,11,0,text,"""rid_1000001"" | ""rid_1000002"" | ""rid_1000003"" | ""rid_1000004"" | ""rid_1000005"""
communications_chats,result,11,skus,skus,array,11,0,jsonb,"[""4600000001546"", ""4600000001655""] | [""4600000002958"", ""4600000003085"", ""4600000003171""] | [""4600000004313""] | [""4600000005676""] | [""4600000007055"", ""4600000007217""]"
communications_chats,result,11,srid,srid,string,11,0,text,"""rid_1000001"" | ""rid_1000002"" | ""rid_1000003"" | ""rid_1000004"" | ""rid_1000005"""
communications_chats,result,11,vendorCode,vendor_code,string,11,0,text,"""art-1001"" | ""art-1002"" | ""art-1003"" | ""art-1004"" | ""art-1005"""
communications_feedbacks,data.feedbacks,12,answer.editable,answer_editable,boolean,12,0,boolean,false | true
communications_feedbacks,data.feedbacks,12,answer.state,answer_state,string,12,0,text,"""банда"" | ""еврейский"" | ""строительство"" | ""ленинград"" | ""манера"""
communications_feedbacks,data.feedbacks,12,answer.text,answer_text,string,12,0,text,"""команда"" | ""поколение"" | ""избегать"" | ""ночь"" | ""отметить"""
communications_feedbacks,data.feedbacks,12,bables,bables,array,12,0,jsonb,"[""парень"", ""багровый"", ""пропаганда""] | [""солнце"", ""налоговый""] | [""второй"", ""второй"", ""волк""] | [""шлем""] | [""задержать"", ""оборот""]"
communications_feedbacks,data.feedbacks,12,childFeedbackId,child_feedback_id,string,12,0,text,"""шлем"" | ""деньги"" | ""мучительно"" | ""пропаганда"" | ""развитый"""
communications_feedbacks,data.feedbacks,12,color,color,string,12,0,text,"""грудь"" | ""еврейский"" | ""сустав"" | ""изображать"" | ""необычный"""
communications_feedbacks,data.feedbacks,12,cons,cons,string,12,0,text,"""поколение"" | ""необычный"" | ""освобождение"" | ""растеряться"" | ""зато"""
communications_feedbacks,data.feedbacks,12,createdDate,created_date,string,12,0,timestamptz,"""2026-06-23T04:06:11.510264+00:00"" | ""2026-05-18T21:09:50.511176+00:00"" | ""2026-05-23T20:30:02.512219+00:00"" | ""2026-06-14T08:31:13.513128+00:00"" | ""2026-06-23T08:27:12.514039+00:00"""
communications_feedbacks,data.feedbacks,12,id,id,string,12,0,text,"""эпоха"" | ""потянуться"" | ""сомнительный"" | ""уронить"" | ""трясти"""
communications_feedbacks,data.feedbacks,12,isAbleReturnProductOrders,is_able_return_product_orders,boolean,12,0,boolean,false | true
communications_feedbacks,data.feedbacks,12,isAbleSupplierFeedbackValuation,is_able_supplier_feedback_valuation,boolean,12,0,boolean,false | true
communications_feedbacks,data.feedbacks,12,isAbleSupplierProductValuation,is_able_supplier_product_valuation,boolean,12,0,boolean,false | true
communications_feedbacks,data.feedbacks,12,lastOrderCreatedAt,last_order_created_at,string,12,0,text,"""сустав"" | ""сутки"" | ""через"" | ""слишком"" | ""материя"""
communications_feedbacks,data.feedbacks,12,lastOrderShkId,last_order_shk_id,integer,12,0,bigint,264 | 942 | 914 | 814 | 368
communications_feedbacks,data.feedbacks,12,matchingSize,matching_size,string,12,0,text,"""равнодушный"" | ""расстегнуть"" | ""носок"" | ""падаль"" | ""командующий"""
communications_feedbacks,data.feedbacks,12,orderStatus,order_status,string,12,0,text,"""waiting"" | ""complete"" | ""delivered"" | ""sold"" | ""new"""
communications_feedbacks,data.feedbacks,12,parentFeedbackId,parent_feedback_id,string,12,0,text,"""рай"" | ""очутиться"" | ""что"" | ""дружно"" | ""крыса"""
communications_feedbacks,data.feedbacks,12,photoLinks,photo_links,array,12,0,jsonb,"[{""fullSize"": ""четко"", ""miniSize"": ""дружно""}] | [{""fullSize"": ""порт"", ""miniSize"": ""витрина""}, {""fullSize"": ""пространство"", ""miniSize"": ""правление""}, {""fullSize"": ""тр... | [{""fullSize"": ""вздрагивать"", ""miniSize"": ""зима""}, {""fullSize"": ""зеленый"", ""miniSize"": ""бегать""}] | [{""fullSize"": ""мелочь"", ""miniSize"": ""мелькнуть""}, {""fullSize"": ""неудобно"", ""miniSize"": ""порог""}, {""fullSize"": ""запуст... | [{""fullSize"": ""тысяча"", ""miniSize"": ""хозяйка""}, {""fullSize"": ""ученый"", ""miniSize"": ""запустить""}, {""fullSize"": ""способ..."
communications_feedbacks,data.feedbacks,12,productDetails.brandName,product_details_brand_name,string,12,0,text,"""даль"" | ""функция"" | ""вариант"" | ""казнь"" | ""тысяча"""
communications_feedbacks,data.feedbacks,12,productDetails.imtId,product_details_imt_id,integer,12,0,bigint,246 | 413 | 126 | 22 | 563
communications_feedbacks,data.feedbacks,12,productDetails.nmId,product_details_nm_id,integer,12,0,bigint,43463720 | 10600353 | 64761745 | 33550099 | 85291657
communications_feedbacks,data.feedbacks,12,productDetails.productName,product_details_product_name,string,12,0,text,"""поколение"" | ""смелый"" | ""мгновение"" | ""очередной"" | ""изменение"""
communications_feedbacks,data.feedbacks,12,productDetails.size,product_details_size,string,12,0,text,"""крутой"" | ""результат"" | ""песня"" | ""господь"" | ""лететь"""
communications_feedbacks,data.feedbacks,12,productDetails.supplierArticle,product_details_supplier_article,string,12,0,text,"""ручей"" | ""пропаганда"" | ""вывести"" | ""развернуться"" | ""приходить"""
communications_feedbacks,data.feedbacks,12,productDetails.supplierName,product_details_supplier_name,string,12,0,text,"""дружно"" | ""палка"" | ""триста"" | ""господь"" | ""растеряться"""
communications_feedbacks,data.feedbacks,12,productValuation,product_valuation,integer,12,0,bigint,692 | 935 | 729 | 887 | 819
communications_feedbacks,data.feedbacks,12,pros,pros,string,12,0,text,"""ученый"" | ""оборот"" | ""выраженный"" | ""да"" | ""заявление"""
communications_feedbacks,data.feedbacks,12,returnProductOrdersDate,return_product_orders_date,string,12,0,timestamptz,"""2026-06-03T09:45:10.510766+00:00"" | ""2026-06-09T08:00:37.511876+00:00"" | ""2026-05-31T11:41:55.512759+00:00"" | ""2026-06-29T10:48:32.513721+00:00"" | ""2026-06-16T05:19:20.514663+00:00"""
communications_feedbacks,data.feedbacks,12,state,state,string,12,0,text,"""банда"" | ""пробовать"" | ""труп"" | ""зарплата"" | ""район"""
communications_feedbacks,data.feedbacks,12,subjectId,subject_id,integer,12,0,bigint,705 | 750 | 99 | 730 | 317
communications_feedbacks,data.feedbacks,12,subjectName,subject_name,string,12,0,text,"""написать"" | ""господь"" | ""покидать"" | ""факультет"" | ""появление"""
communications_feedbacks,data.feedbacks,12,supplierFeedbackValuation,supplier_feedback_valuation,integer,12,0,bigint,780 | 984 | 320 | 55 | 825
communications_feedbacks,data.feedbacks,12,supplierProductValuation,supplier_product_valuation,integer,12,0,bigint,458 | 476 | 756 | 11 | 507
communications_feedbacks,data.feedbacks,12,text,text,string,12,0,text,"""страсть"" | ""заплакать"" | ""человечек"" | ""порядок"" | ""магазин"""
communications_feedbacks,data.feedbacks,12,userName,user_name,string,12,0,text,"""издали"" | ""идея"" | ""ленинград"" | ""постоянный"" | ""песня"""
communications_feedbacks,data.feedbacks,12,video.durationSec,video_duration_sec,integer,12,0,bigint,105 | 2 | 385 | 572 | 440
communications_feedbacks,data.feedbacks,12,video.link,video_link,string,12,0,text,"""боец"" | ""светило"" | ""уточнить"" | ""спалить"" | ""вообще"""
communications_feedbacks,data.feedbacks,12,video.previewImage,video_preview_image,string,12,0,text,"""кольцо"" | ""материя"" | ""затянуться"" | ""изучить"" | ""полюбить"""
communications_feedbacks,data.feedbacks,12,wasViewed,was_viewed,boolean,12,0,boolean,false | true
fbw_supplies,$,18,boxTypeID,box_type_id,null,0,18,text,
fbw_supplies,$,18,createDate,create_date,string,18,0,timestamptz,"""2026-05-22T19:07:23.607237+00:00"" | ""2026-06-02T06:12:51.607553+00:00"" | ""2026-05-08T02:27:45.607808+00:00"" | ""2026-06-15T15:42:36.608150+00:00"" | ""2026-05-11T11:01:44.608477+00:00"""
fbw_supplies,$,18,factDate,fact_date,string,18,0,timestamptz,"""2026-05-11T11:42:58.607313+00:00"" | ""2026-05-09T20:51:57.607585+00:00"" | ""2026-06-02T11:02:03.607881+00:00"" | ""2026-05-08T02:31:18.608194+00:00"" | ""2026-06-15T07:45:50.608521+00:00"""
fbw_supplies,$,18,isBoxOnPallet,is_box_on_pallet,boolean,18,0,boolean,true | false
fbw_supplies,$,18,phone,phone,string,18,0,text,"""развитый"" | ""вскакивать"" | ""фонарик"" | ""носок"" | ""редактор"""
fbw_supplies,$,18,preorderID,preorder_id,integer,18,0,bigint,629 | 615 | 439 | 328 | 583
fbw_supplies,$,18,statusID,status_id,integer,18,0,bigint,2 | 5 | 3 | 1 | 4
fbw_supplies,$,18,supplyDate,supply_date,string,18,0,timestamptz,"""2026-05-20T02:34:12.607287+00:00"" | ""2026-05-03T15:20:00.607570+00:00"" | ""2026-05-11T11:07:28.607861+00:00"" | ""2026-05-20T00:03:18.608173+00:00"" | ""2026-06-14T19:23:20.608501+00:00"""
fbw_supplies,$,18,supplyID,supply_id,integer,18,0,bigint,156 | 515 | 780 | 27 | 339
fbw_supplies,$,18,updatedDate,updated_date,string,18,0,timestamptz,"""2026-06-13T01:05:39.607335+00:00"" | ""2026-05-18T12:53:14.607607+00:00"" | ""2026-05-11T04:25:06.607900+00:00"" | ""2026-05-28T01:11:30.608218+00:00"" | ""2026-06-25T14:27:49.608541+00:00"""
finance_balance,$,1,currency,currency,string,1,0,text,"""RUB"""
finance_balance,$,1,current,current,number,1,0,numeric,763.04
finance_balance,$,1,for_withdraw,for_withdraw,number,1,0,numeric,376.19
finance_sales_reports,$,6,additionalPaymentSum,additional_payment_sum,string,6,0,text,"""что"" | ""народ"" | ""девка"" | ""устройство"" | ""кидать"""
finance_sales_reports,$,6,article,article,string,6,0,text,"""art-1001"" | ""art-1002"" | ""art-1003"" | ""art-1004"" | ""art-1005"""
finance_sales_reports,$,6,avgSalePercent,avg_sale_percent,number,6,0,numeric,706.45 | 511.24 | 94.43 | 124.52 | 817.81
finance_sales_reports,$,6,bankPaymentSum,bank_payment_sum,string,6,0,text,"""банк"" | ""смеяться"" | ""темнеть"" | ""дьявол"" | ""спорт"""
finance_sales_reports,$,6,barcode,barcode,string,6,0,bigint,"""4600000001546"" | ""4600000002958"" | ""4600000004313"" | ""4600000005676"" | ""4600000007055"""
finance_sales_reports,$,6,cashbackAmountSum,cashback_amount_sum,string,6,0,text,"""инфекция"" | ""дорогой"" | ""заплакать"" | ""дрогнуть"" | ""четыре"""
finance_sales_reports,$,6,cashbackCommissionChangeSum,cashback_commission_change_sum,string,6,0,text,"""конференция"" | ""валюта"" | ""остановить"" | ""народ"" | ""лететь"""
finance_sales_reports,$,6,cashbackDiscountSum,cashback_discount_sum,string,6,0,text,"""остановить"" | ""термин"" | ""нажать"" | ""эффект"" | ""волк"""
finance_sales_reports,$,6,chrtId,chrt_id,integer,6,0,bigint,170000001 | 170000002 | 170000003 | 170000004 | 170000005
finance_sales_reports,$,6,convertedCurrencyCode,converted_currency_code,integer,6,0,bigint,643
finance_sales_reports,$,6,convertedFinalPrice,converted_final_price,integer,6,0,bigint,6527 | 2751 | 6198 | 2458 | 3158
finance_sales_reports,$,6,convertedPrice,converted_price,integer,6,0,bigint,8178 | 5046 | 8585 | 3872 | 3164
finance_sales_reports,$,6,createDate,create_date,string,6,0,timestamptz,"""1977-03-29"" | ""2005-10-16"" | ""2007-09-27"" | ""2011-03-07"" | ""2001-10-24"""
